audition_id,requirement_id,talent_id,audition_date,audition_format,technical_score,artistic_score,response_to_direction_score,safety_awareness_score,panel_score,audition_outcome,panel_notes
AUD-000189,REQ-0006,TAL-0032,2026-07-14,Self-Tape,100.0,82.7,78.4,76.9,87.0,Pass,Good ensemble awareness and reliable preparation.
AUD-000190,REQ-0006,TAL-0084,2026-07-17,In Person,78.4,67.2,95.3,97.7,80.34,Hold,Further assessment recommended before final casting.
AUD-000191,REQ-0006,TAL-0043,2026-07-14,Technical Assessment,41.9,74.8,64.4,83.1,62.9,Fail,Does not yet meet the production-specific performance threshold.
AUD-000192,REQ-0006,TAL-0460,2026-07-13,Self-Tape,86.8,91.6,90.4,81.4,88.32,Pass,Strong fit for the production vocabulary.
AUD-000193,REQ-0006,TAL-0256,2026-07-16,In Person,67.5,97.9,91.7,84.7,84.6,Pass,Good ensemble awareness and reliable preparation.
AUD-000194,REQ-0006,TAL-0487,2026-07-15,Technical Assessment,100.0,83.0,77.7,94.0,89.37,Pass,Does not yet meet the production-specific performance threshold.
AUD-000195,REQ-0006,TAL-0464,2026-07-16,In Person,68.4,92.5,76.5,86.7,80.61,Hold,Good ensemble awareness and reliable preparation.
AUD-000196,REQ-0006,TAL-0245,2026-07-16,In Person,92.5,100.0,90.3,29.6,85.85,Pass,Further assessment recommended before final casting.
AUD-000197,REQ-0006,TAL-0106,2026-07-16,In Person,100.0,100.0,88.9,85.1,95.92,Pass,Good ensemble awareness and reliable preparation.
AUD-000198,REQ-0006,TAL-0258,2026-07-14,Self-Tape,100.0,100.0,86.1,91.8,96.35,Pass,Strong fit for the production vocabulary.
AUD-000199,REQ-0006,TAL-0223,2026-07-13,Self-Tape,65.0,65.2,88.1,84.2,71.91,Fail,Further assessment recommended before final casting.
AUD-000200,REQ-0006,TAL-0222,2026-07-15,Live Video,58.8,85.0,73.5,92.4,75.06,Fail,Does not yet meet the production-specific performance threshold.
AUD-000201,REQ-0007,TAL-0388,2026-07-22,In Person,75.0,67.0,89.1,90.6,77.0,Fail,Good ensemble awareness and reliable preparation.
AUD-000202,REQ-0007,TAL-0126,2026-07-18,Self-Tape,88.2,87.6,85.9,85.8,87.25,Pass,Technically capable with minor coaching needs.
AUD-000203,REQ-0007,TAL-0141,2026-07-20,In Person,97.8,85.1,73.5,83.4,87.09,Pass,Technically capable with minor coaching needs.
AUD-000204,REQ-0007,TAL-0349,2026-07-21,In Person,98.7,100.0,80.4,97.7,95.71,Pass,Does not yet meet the production-specific performance threshold.
AUD-000205,REQ-0007,TAL-0382,2026-07-19,Self-Tape,73.2,97.5,91.2,85.7,86.45,Pass,Good ensemble awareness and reliable preparation.
AUD-000206,REQ-0007,TAL-0233,2026-07-20,In Person,76.9,79.6,71.3,82.1,77.54,Fail,Does not yet meet the production-specific performance threshold.
AUD-000207,REQ-0007,TAL-0199,2026-07-20,Self-Tape,77.6,83.7,87.1,88.6,82.92,Hold,Technically capable with minor coaching needs.
AUD-000208,REQ-0007,TAL-0117,2026-07-21,Self-Tape,93.2,83.5,90.5,25.0,79.87,Hold,Does not yet meet the production-specific performance threshold.
AUD-000209,REQ-0007,TAL-0146,2026-07-22,Self-Tape,88.2,88.2,85.0,100.0,89.28,Pass,Strong fit for the production vocabulary.
AUD-000210,REQ-0007,TAL-0019,2026-07-18,In Person,88.7,75.8,100.0,90.3,86.57,Pass,Good ensemble awareness and reliable preparation.
AUD-000211,REQ-0007,TAL-0312,2026-07-20,Live Video,70.0,89.4,87.7,100.0,83.98,Hold,Technically capable with minor coaching needs.
AUD-000212,REQ-0007,TAL-0316,2026-07-19,Self-Tape,59.4,74.0,69.0,100.0,71.78,Fail,Good ensemble awareness and reliable preparation.
AUD-000213,REQ-0007,TAL-0116,2026-07-22,In Person,81.7,86.2,83.5,67.9,81.62,Hold,Technically capable with minor coaching needs.
AUD-000214,REQ-0007,TAL-0013,2026-07-20,In Person,89.1,89.1,88.8,84.6,88.42,Pass,Does not yet meet the production-specific performance threshold.
AUD-000215,REQ-0007,TAL-0455,2026-07-20,In Person,100.0,72.2,67.9,86.5,82.88,Hold,Does not yet meet the production-specific performance threshold.
AUD-000216,REQ-0007,TAL-0231,2026-07-18,Live Video,80.5,92.9,79.4,82.6,84.81,Hold,Does not yet meet the production-specific performance threshold.
AUD-000217,REQ-0007,TAL-0445,2026-07-18,Self-Tape,96.2,89.1,68.8,84.5,87.22,Pass,Strong fit for the production vocabulary.
AUD-000218,REQ-0007,TAL-0119,2026-07-18,Technical Assessment,82.1,90.1,77.7,77.9,83.44,Hold,Technically capable with minor coaching needs.
AUD-000219,REQ-0007,TAL-0358,2026-07-22,Technical Assessment,72.5,78.8,79.8,94.6,79.05,Hold,Does not yet meet the production-specific performance threshold.
AUD-000220,REQ-0007,TAL-0310,2026-07-20,Technical Assessment,81.9,72.9,61.3,88.2,76.01,Fail,Technically capable with minor coaching needs.
AUD-000221,REQ-0007,TAL-0250,2026-07-19,In Person,80.1,80.9,68.4,76.5,77.76,Fail,Does not yet meet the production-specific performance threshold.
AUD-000222,REQ-0007,TAL-0265,2026-07-20,Technical Assessment,77.6,92.8,90.1,81.0,85.49,Hold,Good ensemble awareness and reliable preparation.
AUD-000223,REQ-0007,TAL-0073,2026-07-18,Self-Tape,74.1,92.3,67.8,86.0,80.82,Hold,Does not yet meet the production-specific performance threshold.
AUD-000224,REQ-0007,TAL-0491,2026-07-20,Self-Tape,85.7,80.8,90.1,80.1,84.04,Hold,Does not yet meet the production-specific performance threshold.
AUD-000225,REQ-0007,TAL-0244,2026-07-22,In Person,74.9,86.2,68.8,64.0,76.12,Fail,Technically capable with minor coaching needs.
AUD-000226,REQ-0007,TAL-0113,2026-07-21,Self-Tape,96.9,90.8,72.6,97.1,90.48,Pass,Technically capable with minor coaching needs.
AUD-000227,REQ-0007,TAL-0120,2026-07-20,Live Video,78.1,79.5,88.4,83.4,81.17,Hold,Strong fit for the production vocabulary.
AUD-000228,REQ-0007,TAL-0064,2026-07-20,In Person,73.8,86.1,76.2,88.3,80.44,Hold,Good ensemble awareness and reliable preparation.
AUD-000229,REQ-0007,TAL-0302,2026-07-22,In Person,92.8,79.9,67.0,78.7,81.8,Hold,Does not yet meet the production-specific performance threshold.
AUD-000230,REQ-0007,TAL-0106,2026-07-21,In Person,87.8,100.0,95.4,75.3,91.57,Pass,Good ensemble awareness and reliable preparation.
AUD-000231,REQ-0007,TAL-0252,2026-07-20,In Person,89.7,91.8,78.9,100.0,89.91,Pass,Further assessment recommended before final casting.
AUD-000232,REQ-0007,TAL-0267,2026-07-19,In Person,97.1,93.4,81.6,92.1,92.35,Pass,Does not yet meet the production-specific performance threshold.
AUD-000233,REQ-0007,TAL-0392,2026-07-18,In Person,74.7,83.6,81.8,88.4,80.92,Hold,Strong fit for the production vocabulary.
AUD-000234,REQ-0007,TAL-0439,2026-07-21,Self-Tape,99.8,100.0,88.9,75.8,94.55,Pass,Technically capable with minor coaching needs.
AUD-000235,REQ-0007,TAL-0416,2026-07-22,Self-Tape,94.8,77.8,91.2,98.9,88.95,Pass,Technically capable with minor coaching needs.
AUD-000236,REQ-0007,TAL-0336,2026-07-22,In Person,95.0,100.0,86.1,100.0,95.8,Pass,Strong fit for the production vocabulary.
AUD-000237,REQ-0007,TAL-0374,2026-07-21,Self-Tape,69.0,64.9,68.7,85.7,69.89,Fail,Strong fit for the production vocabulary.
AUD-000238,REQ-0007,TAL-0458,2026-07-19,In Person,77.4,76.4,97.5,92.0,82.72,Hold,Does not yet meet the production-specific performance threshold.
AUD-000239,REQ-0007,TAL-0097,2026-07-18,In Person,96.8,83.0,94.3,64.6,87.15,Pass,Strong fit for the production vocabulary.
AUD-000240,REQ-0007,TAL-0054,2026-07-19,Technical Assessment,100.0,89.7,76.7,91.9,91.17,Pass,Good ensemble awareness and reliable preparation.
AUD-000241,REQ-0007,TAL-0498,2026-07-20,Self-Tape,90.2,87.5,96.0,80.5,88.97,Pass,Strong fit for the production vocabulary.
AUD-000242,REQ-0007,TAL-0070,2026-07-22,In Person,96.1,100.0,84.2,72.0,91.91,Pass,Does not yet meet the production-specific performance threshold.
AUD-000243,REQ-0007,TAL-0134,2026-07-20,In Person,70.4,76.2,75.2,79.0,74.44,Fail,Strong fit for the production vocabulary.
AUD-000244,REQ-0007,TAL-0202,2026-07-20,Self-Tape,99.0,85.8,74.3,92.7,89.18,Pass,Technically capable with minor coaching needs.
AUD-000245,REQ-0007,TAL-0369,2026-07-22,Self-Tape,81.3,80.2,90.6,95.8,84.63,Hold,Does not yet meet the production-specific performance threshold.
AUD-000246,REQ-0007,TAL-0224,2026-07-20,Live Video,86.7,80.7,70.4,74.4,80.0,Hold,Does not yet meet the production-specific performance threshold.
AUD-000247,REQ-0007,TAL-0135,2026-07-19,Live Video,69.2,58.9,91.0,32.5,64.48,Fail,Technically capable with minor coaching needs.
AUD-000248,REQ-0007,TAL-0274,2026-07-21,Technical Assessment,77.5,81.7,86.3,80.4,80.92,Hold,Strong fit for the production vocabulary.
AUD-000249,REQ-0007,TAL-0303,2026-07-21,Self-Tape,82.0,88.0,69.6,90.6,83.01,Hold,Further assessment recommended before final casting.
AUD-000250,REQ-0007,TAL-0497,2026-07-21,Live Video,88.7,100.0,95.3,83.2,92.96,Pass,Technically capable with minor coaching needs.
AUD-000251,REQ-0008,TAL-0485,2026-07-10,In Person,71.5,70.6,68.5,92.9,73.65,Hold,Does not yet meet the production-specific performance threshold.
AUD-000252,REQ-0008,TAL-0098,2026-07-11,In Person,100.0,91.0,98.9,80.5,94.01,Pass,Does not yet meet the production-specific performance threshold.
AUD-000253,REQ-0008,TAL-0379,2026-07-14,Self-Tape,87.9,94.5,97.0,81.1,90.83,Pass,Strong fit for the production vocabulary.
AUD-000254,REQ-0008,TAL-0245,2026-07-10,Live Video,86.2,100.0,90.8,29.5,83.78,Pass,Technically capable with minor coaching needs.
AUD-000255,REQ-0008,TAL-0092,2026-07-13,Live Video,100.0,87.5,84.2,100.0,92.91,Pass,Does not yet meet the production-specific performance threshold.
AUD-000256,REQ-0008,TAL-0243,2026-07-14,In Person,96.6,88.6,77.3,83.5,88.57,Pass,Good ensemble awareness and reliable preparation.
AUD-000257,REQ-0008,TAL-0349,2026-07-13,Live Video,86.1,82.1,67.3,91.4,82.1,Pass,Further assessment recommended before final casting.
AUD-000258,REQ-0008,TAL-0042,2026-07-12,Live Video,87.1,72.5,72.3,77.7,78.16,Pass,Does not yet meet the production-specific performance threshold.
AUD-000259,REQ-0008,TAL-0187,2026-07-12,Self-Tape,99.2,81.9,73.5,100.0,88.8,Pass,Technically capable with minor coaching needs.
AUD-000260,REQ-0008,TAL-0101,2026-07-10,Self-Tape,81.3,87.0,71.6,86.5,82.22,Pass,Further assessment recommended before final casting.
AUD-000261,REQ-0008,TAL-0300,2026-07-10,Live Video,80.8,92.5,76.9,87.3,84.99,Pass,Good ensemble awareness and reliable preparation.
AUD-000262,REQ-0008,TAL-0293,2026-07-14,In Person,100.0,93.5,87.2,96.9,95.05,Pass,Further assessment recommended before final casting.
AUD-000263,REQ-0008,TAL-0250,2026-07-14,Live Video,93.0,90.9,85.4,92.9,90.9,Pass,Strong fit for the production vocabulary.
AUD-000264,REQ-0008,TAL-0120,2026-07-10,Live Video,67.3,70.0,93.1,79.7,74.6,Hold,Strong fit for the production vocabulary.
AUD-000265,REQ-0008,TAL-0162,2026-07-13,Live Video,82.5,95.9,67.0,25.0,76.22,Hold,Does not yet meet the production-specific performance threshold.
AUD-000266,REQ-0008,TAL-0410,2026-07-12,In Person,84.6,100.0,64.9,83.7,86.16,Pass,Technically capable with minor coaching needs.
AUD-000267,REQ-0008,TAL-0471,2026-07-13,Live Video,73.9,87.4,76.8,88.4,81.04,Pass,Strong fit for the production vocabulary.
AUD-000268,REQ-0008,TAL-0044,2026-07-14,Live Video,100.0,94.4,99.3,83.0,95.59,Pass,Good ensemble awareness and reliable preparation.
AUD-000269,REQ-0008,TAL-0018,2026-07-13,Self-Tape,91.2,89.6,86.7,77.3,87.9,Pass,Further assessment recommended before final casting.
AUD-000270,REQ-0008,TAL-0343,2026-07-13,Live Video,89.5,100.0,79.8,88.3,91.16,Pass,Good ensemble awareness and reliable preparation.
AUD-000271,REQ-0008,TAL-0425,2026-07-14,Self-Tape,95.7,97.7,88.4,90.5,94.34,Pass,Technically capable with minor coaching needs.
AUD-000272,REQ-0008,TAL-0297,2026-07-12,Live Video,64.1,78.6,93.2,96.6,78.82,Pass,Further assessment recommended before final casting.
AUD-000273,REQ-0008,TAL-0284,2026-07-14,Live Video,79.2,76.9,92.8,77.6,80.64,Pass,Further assessment recommended before final casting.
AUD-000274,REQ-0008,TAL-0126,2026-07-10,Self-Tape,75.5,76.0,70.5,84.6,76.04,Hold,Does not yet meet the production-specific performance threshold.
AUD-000275,REQ-0008,TAL-0201,2026-07-14,In Person,63.7,90.0,86.1,86.2,79.82,Pass,Good ensemble awareness and reliable preparation.
AUD-000276,REQ-0008,TAL-0208,2026-07-14,Self-Tape,98.4,79.9,84.1,77.7,86.64,Pass,Strong fit for the production vocabulary.
AUD-000277,REQ-0008,TAL-0251,2026-07-10,In Person,97.9,94.9,74.7,91.5,91.81,Pass,Good ensemble awareness and reliable preparation.
AUD-000278,REQ-0008,TAL-0445,2026-07-11,Live Video,84.5,97.8,62.4,83.2,84.86,Pass,Technically capable with minor coaching needs.
AUD-000279,REQ-0008,TAL-0281,2026-07-13,Self-Tape,87.0,80.1,68.8,25.0,72.7,Hold,Technically capable with minor coaching needs.
AUD-000280,REQ-0008,TAL-0076,2026-07-13,In Person,98.4,99.0,84.4,89.3,94.81,Pass,Strong fit for the production vocabulary.
AUD-000281,REQ-0008,TAL-0193,2026-07-10,Live Video,73.9,83.1,71.8,76.3,76.99,Pass,Technically capable with minor coaching needs.
AUD-000282,REQ-0008,TAL-0083,2026-07-12,Technical Assessment,99.0,99.6,78.1,76.3,92.26,Pass,Technically capable with minor coaching needs.
AUD-000283,REQ-0008,TAL-0136,2026-07-11,Self-Tape,88.7,70.3,74.1,89.5,79.93,Pass,Strong fit for the production vocabulary.
AUD-000284,REQ-0008,TAL-0124,2026-07-10,Technical Assessment,80.2,78.9,85.2,73.1,79.66,Pass,Good ensemble awareness and reliable preparation.
AUD-000285,REQ-0008,TAL-0141,2026-07-10,In Person,100.0,92.5,85.0,93.3,93.81,Pass,Technically capable with minor coaching needs.
AUD-000286,REQ-0008,TAL-0036,2026-07-11,Live Video,73.8,89.0,87.8,84.2,82.94,Pass,Technically capable with minor coaching needs.
AUD-000287,REQ-0008,TAL-0138,2026-07-11,Live Video,89.3,100.0,88.2,79.1,91.31,Pass,Further assessment recommended before final casting.
AUD-000288,REQ-0008,TAL-0129,2026-07-14,In Person,75.8,82.3,100.0,81.0,83.09,Pass,Technically capable with minor coaching needs.
AUD-000289,REQ-0008,TAL-0112,2026-07-13,Live Video,74.9,90.9,72.8,87.7,81.75,Pass,Technically capable with minor coaching needs.
AUD-000290,REQ-0008,TAL-0340,2026-07-11,Technical Assessment,75.7,90.0,100.0,80.1,85.55,Pass,Further assessment recommended before final casting.
AUD-000291,REQ-0008,TAL-0045,2026-07-13,In Person,100.0,94.4,93.1,81.4,94.25,Pass,Technically capable with minor coaching needs.
AUD-000292,REQ-0008,TAL-0436,2026-07-13,Self-Tape,83.1,70.3,100.0,76.1,80.81,Pass,Strong fit for the production vocabulary.
AUD-000293,REQ-0008,TAL-0040,2026-07-12,Technical Assessment,70.5,89.0,71.5,82.2,78.61,Pass,Technically capable with minor coaching needs.
AUD-000294,REQ-0008,TAL-0199,2026-07-12,Live Video,98.5,100.0,94.9,94.1,97.75,Pass,Strong fit for the production vocabulary.
AUD-000295,REQ-0008,TAL-0121,2026-07-12,Self-Tape,76.8,61.2,98.4,98.7,78.45,Pass,Good ensemble awareness and reliable preparation.
AUD-000296,REQ-0008,TAL-0244,2026-07-10,Live Video,100.0,82.1,90.0,83.0,89.73,Pass,Strong fit for the production vocabulary.
AUD-000297,REQ-0008,TAL-0212,2026-07-12,Live Video,53.5,62.7,76.9,91.6,66.17,Fail,Good ensemble awareness and reliable preparation.
AUD-000298,REQ-0008,TAL-0137,2026-07-13,Live Video,81.1,76.2,76.8,84.4,79.12,Pass,Good ensemble awareness and reliable preparation.
AUD-000299,REQ-0008,TAL-0229,2026-07-14,Self-Tape,90.3,100.0,72.9,76.7,88.56,Pass,Strong fit for the production vocabulary.
AUD-000300,REQ-0008,TAL-0413,2026-07-13,In Person,82.7,84.0,64.0,91.0,80.94,Pass,Does not yet meet the production-specific performance threshold.
AUD-000301,REQ-0009,TAL-0231,2026-08-12,Self-Tape,100.0,74.3,70.5,80.4,83.21,Pass,Strong fit for the production vocabulary.
AUD-000302,REQ-0009,TAL-0304,2026-08-14,In Person,69.7,86.3,85.8,97.9,82.19,Pass,Technically capable with minor coaching needs.
AUD-000303,REQ-0009,TAL-0393,2026-08-14,In Person,84.0,74.3,80.6,92.9,81.34,Pass,Technically capable with minor coaching needs.
AUD-000304,REQ-0009,TAL-0349,2026-08-14,Live Video,87.9,100.0,72.2,82.2,88.39,Pass,Strong fit for the production vocabulary.
AUD-000305,REQ-0009,TAL-0293,2026-08-14,Self-Tape,85.6,91.9,84.4,88.9,87.99,Pass,Further assessment recommended before final casting.
AUD-000306,REQ-0009,TAL-0001,2026-08-10,In Person,66.6,83.6,74.0,86.1,76.44,Pass,Further assessment recommended before final casting.
AUD-000307,REQ-0009,TAL-0443,2026-08-14,Live Video,75.8,100.0,87.7,91.3,88.34,Pass,Good ensemble awareness and reliable preparation.
AUD-000308,REQ-0009,TAL-0291,2026-08-10,Technical Assessment,82.6,71.1,82.8,95.0,80.46,Pass,Technically capable with minor coaching needs.
AUD-000309,REQ-0009,TAL-0484,2026-08-12,Live Video,100.0,80.9,86.7,86.5,89.22,Pass,Good ensemble awareness and reliable preparation.
AUD-000310,REQ-0009,TAL-0096,2026-08-13,Self-Tape,78.9,97.9,79.2,98.0,88.09,Pass,Good ensemble awareness and reliable preparation.
AUD-000311,REQ-0009,TAL-0392,2026-08-14,In Person,70.2,83.2,74.0,83.7,77.19,Pass,Further assessment recommended before final casting.
AUD-000312,REQ-0009,TAL-0086,2026-08-10,In Person,55.8,86.5,76.5,89.4,74.67,Pass,Good ensemble awareness and reliable preparation.
AUD-000313,REQ-0009,TAL-0030,2026-08-11,Live Video,85.8,88.2,80.2,78.8,84.63,Pass,Does not yet meet the production-specific performance threshold.
AUD-000314,REQ-0009,TAL-0251,2026-08-12,Technical Assessment,78.1,100.0,80.8,84.8,86.97,Pass,Does not yet meet the production-specific performance threshold.
AUD-000315,REQ-0009,TAL-0390,2026-08-12,In Person,77.1,81.0,62.6,82.5,76.57,Pass,Strong fit for the production vocabulary.
AUD-000316,REQ-0009,TAL-0274,2026-08-12,In Person,90.7,77.5,97.8,79.7,85.95,Pass,Good ensemble awareness and reliable preparation.
AUD-000317,REQ-0009,TAL-0156,2026-08-10,In Person,73.2,100.0,75.2,81.1,83.78,Pass,Technically capable with minor coaching needs.
AUD-000318,REQ-0009,TAL-0471,2026-08-10,In Person,92.5,89.1,92.7,100.0,92.43,Pass,Further assessment recommended before final casting.
AUD-000319,REQ-0009,TAL-0092,2026-08-13,Technical Assessment,86.4,78.7,67.9,92.0,81.24,Pass,Technically capable with minor coaching needs.
AUD-000320,REQ-0009,TAL-0473,2026-08-13,Technical Assessment,86.9,97.0,87.9,62.2,87.06,Pass,Good ensemble awareness and reliable preparation.
AUD-000321,REQ-0009,TAL-0141,2026-08-13,Live Video,96.7,96.9,71.0,79.9,89.79,Pass,Does not yet meet the production-specific performance threshold.
AUD-000322,REQ-0009,TAL-0158,2026-08-14,In Person,80.2,94.0,82.7,83.6,85.82,Pass,Good ensemble awareness and reliable preparation.
AUD-000323,REQ-0009,TAL-0111,2026-08-10,In Person,86.8,100.0,58.2,84.2,85.78,Pass,Technically capable with minor coaching needs.
AUD-000324,REQ-0009,TAL-0394,2026-08-12,Live Video,78.2,97.1,82.1,92.7,87.36,Pass,Technically capable with minor coaching needs.
AUD-000325,REQ-0009,TAL-0384,2026-08-14,Self-Tape,100.0,84.0,88.5,39.3,83.99,Pass,Technically capable with minor coaching needs.
AUD-000326,REQ-0009,TAL-0055,2026-08-14,Live Video,72.2,85.0,76.5,25.0,70.72,Pass,Good ensemble awareness and reliable preparation.
AUD-000327,REQ-0009,TAL-0116,2026-08-14,Self-Tape,66.4,78.0,62.9,99.6,74.36,Pass,Good ensemble awareness and reliable preparation.
AUD-000328,REQ-0009,TAL-0162,2026-08-10,Live Video,77.7,100.0,65.1,25.0,75.64,Pass,Strong fit for the production vocabulary.
AUD-000329,REQ-0009,TAL-0025,2026-08-12,Self-Tape,90.8,90.8,68.6,93.0,87.11,Pass,Further assessment recommended before final casting.
AUD-000330,REQ-0009,TAL-0411,2026-08-10,Self-Tape,78.3,100.0,59.0,92.6,84.21,Pass,Does not yet meet the production-specific performance threshold.
AUD-000331,REQ-0009,TAL-0252,2026-08-10,In Person,100.0,89.3,81.9,83.2,90.75,Pass,Strong fit for the production vocabulary.
AUD-000332,REQ-0009,TAL-0120,2026-08-14,Live Video,77.7,63.4,76.3,89.7,74.27,Pass,Strong fit for the production vocabulary.
AUD-000333,REQ-0009,TAL-0485,2026-08-11,In Person,94.8,83.9,75.5,89.4,86.86,Pass,Does not yet meet the production-specific performance threshold.
AUD-000334,REQ-0009,TAL-0005,2026-08-11,Technical Assessment,92.0,79.5,89.3,84.7,86.24,Pass,Technically capable with minor coaching needs.
AUD-000335,REQ-0009,TAL-0425,2026-08-14,In Person,75.6,89.2,76.0,87.3,81.93,Pass,Good ensemble awareness and reliable preparation.
