credit_id,talent_id,fictional_client_id,production_title,production_type,role,start_date,end_date,city,country,contract_status,number_of_performances,contract_value_usd,rehearsal_attendance_rate,director_rating,technical_readiness_score,safety_compliance_score,incident_recorded,incident_severity,rehire_eligible,early_termination_party,early_termination_reason,skills_used,director_feedback
CRD-00084,TAL-0156,CLI-0164,Open-architected high-level analyzer Spectacle,Opening Ceremony,Dancer,2024-06-03,2024-06-26,Hong Kong,Hong Kong,Completed,4,11310.12,0.943,4.59,75.0,100.0,False,None,False,,,Contemporary Dance|Night Rehearsals|Ballet|Water Entry Technique|Commercial Dance|Wet-to-Dry Transitions,Technically capable but required additional rehearsal support.
CRD-00085,TAL-0119,CLI-0027,Open-architected actuating open system Spectacle,Large-Scale Parade,Trampoline Artist,2024-07-27,2024-08-07,Abu Dhabi,UAE,Cancelled,4,2664.16,0.943,3.54,75.6,87.3,False,None,False,Talent,Production postponement,Safety Spotting|Ensemble Timing,Performance met expectations with minor consistency notes.
CRD-00086,TAL-0318,CLI-0141,Realigned content-based hierarchy Experience,Touring Arena Production,Production Coordinator,2024-08-04,2024-12-31,Montreal,Canada,Completed,173,72626.65,0.9687,5.0,89.4,99.6,False,None,True,,,Run of Show|Visa Coordination,Technically capable but required additional rehearsal support.
CRD-00087,TAL-0441,CLI-0073,Reactive executive archive Ceremony,Festival Headline Production,Vocalist,2022-12-05,2023-04-15,Tokyo,Japan,Completed,6,65163.33,0.9792,4.51,77.4,100.0,False,None,True,,,Character Vocals|Multilingual Repertoire|In-Ear Monitoring,Strong rehearsal discipline and dependable show execution.
CRD-00088,TAL-0331,CLI-0093,Networked motivating knowledge user Ceremony,Resident Aquatic Show,Motorcycle Stunt Rider,2025-03-16,2025-08-06,Seoul,South Korea,Completed,17,65835.4,0.9312,3.7,88.9,98.6,False,None,False,,,Underwater Performance|Diving|Synchronized Swimming|Wet Stage Movement,Adapted quickly to creative notes and technical changes.
CRD-00089,TAL-0400,CLI-0063,Virtual neutral focus group Show,Experiential Dining Show,Show Director,2022-02-13,2022-03-28,Las Vegas,United States,Completed,2,47470.72,0.9263,4.22,97.2,100.0,False,None,False,,,Rehearsal Direction|Creative Documentation|Cross-Department Leadership|Show Maintenance|Cue Integration,Adapted quickly to creative notes and technical changes.
CRD-00090,TAL-0347,CLI-0180,Secured systemic pricing structure Show,Festival Headline Production,Vocalist,2023-02-23,2023-08-04,New York,United States,Completed,15,83021.34,0.9977,4.53,76.2,99.3,False,None,True,,,In-Ear Monitoring|Click Track|Harmony Singing,Reliable under pressure and recommended for future productions.
CRD-00091,TAL-0272,CLI-0178,Decentralized clear-thinking attitude Parade,Experiential Dining Show,Costume Designer,2023-12-01,2023-12-11,Amsterdam,Netherlands,Completed,15,9093.77,0.9164,4.96,77.6,100.0,False,None,False,,,Character Design|Costume Design|Quick-Change Planning,Technically capable but required additional rehearsal support.
CRD-00092,TAL-0343,CLI-0164,Object-based holistic utilization Ceremony,Large-Scale Parade,Dancer,2022-07-12,2022-12-06,Tokyo,Japan,Completed,3,90881.97,0.9439,4.26,89.6,100.0,False,None,True,,,Aerial Silks|Contemporary Dance,High-quality contribution with positive ensemble behaviour.
CRD-00093,TAL-0219,CLI-0091,Mandatory next generation hierarchy Spectacle,Large-Scale Parade,Safety Manager,2025-03-03,2025-03-20,Las Vegas,United States,Completed,9,10447.03,0.9588,4.46,98.6,90.8,True,Minor,False,,,Show Calling|Regulatory Compliance|Crowd Safety|Aquatic Safety|Entertainment Safety,Reliable under pressure and recommended for future productions.
CRD-00094,TAL-0042,CLI-0121,Versatile client-server customer loyalty Ceremony,Immersive Theatre,Vocalist,2022-08-25,2022-10-23,Montreal,Canada,Completed,15,13393.69,0.9606,4.39,69.9,94.3,False,None,False,,,Multilingual Repertoire|Live Vocals|Harmony Singing|Vocal Endurance,Reliable under pressure and recommended for future productions.
CRD-00095,TAL-0039,CLI-0016,Robust multimedia initiative Experience,Resident Aquatic Show,Motorcycle Stunt Rider,2023-08-08,2023-12-06,Abu Dhabi,UAE,Completed,44,173251.47,1.0,4.95,86.1,97.8,False,None,True,,,Precision Riding|Risk Assessment|Protective Equipment|Show Cueing|Emergency Stops|Motorcycle Stunts,Adapted quickly to creative notes and technical changes.
CRD-00096,TAL-0181,CLI-0136,Profit-focused 6thgeneration analyzer Experience,Opening Ceremony,Projection Designer,2024-04-15,2024-06-21,Cape Town,South Africa,Completed with Notes,2,42384.06,0.9574,4.5,87.7,100.0,False,None,False,,,Previsualization|Timecode|Projection Design|Media Servers,High-quality contribution with positive ensemble behaviour.
CRD-00097,TAL-0249,CLI-0076,Automated client-driven structure Parade,Festival Headline Production,Production Coordinator,2024-02-06,2024-04-24,Barcelona,Spain,Completed,7,67099.75,0.8911,3.93,94.1,100.0,False,None,False,,,Cast Logistics|Budget Tracking,High-quality contribution with positive ensemble behaviour.
CRD-00098,TAL-0418,CLI-0093,Managed methodical model Experience,Large-Scale Parade,BMX Rider,2021-12-16,2022-04-08,Las Vegas,United States,Completed,8,84310.62,0.9005,4.73,88.7,100.0,False,None,False,,,Protective Equipment|Parade Performance|BMX Flatland,Adapted quickly to creative notes and technical changes.
CRD-00099,TAL-0206,CLI-0160,Persevering coherent portal Spectacle,Touring Arena Production,Rigger,2023-04-09,2023-09-17,Berlin,Germany,Completed,76,185299.89,0.9945,4.64,96.6,100.0,False,None,True,,,GNSS Systems|Temporary Structures|Aerial Rigging|Entertainment Rigging|High-Wire Rigging|Drone Show Operations,Strong rehearsal discipline and dependable show execution.
CRD-00100,TAL-0225,CLI-0078,Profound client-driven Graphic Interface Experience,Themed Entertainment Spectacle,Character Performer,2025-08-26,2025-12-11,Barcelona,Spain,Completed,18,50333.83,0.918,3.92,91.2,93.8,False,None,False,,,Physical Theatre|Night Rehearsals|Improvisation|Parade Performance|Aerial Silks|Costume Endurance,Adapted quickly to creative notes and technical changes.
CRD-00101,TAL-0187,CLI-0068,Seamless foreground complexity Experience,Large-Scale Parade,BMX Rider,2025-09-25,2026-03-17,Sydney,Australia,Completed,18,82226.09,0.9213,4.63,91.4,96.7,False,None,False,,,Click Track|Risk Assessment,Performance met expectations with minor consistency notes.
CRD-00102,TAL-0328,CLI-0139,Object-based reciprocal support Experience,Large-Scale Parade,Parkour Artist,2025-03-29,2025-06-23,London,United Kingdom,Completed,3,30435.29,0.9644,4.63,83.8,100.0,False,None,False,,,Precision Jumps|Wall Runs|Parkour|Urban Choreography|Freerunning|Protective Equipment,Reliable under pressure and recommended for future productions.
CRD-00103,TAL-0288,CLI-0157,Innovative optimizing Graphical User Interface Ceremony,Outdoor Multimedia Spectacle,Broadcast Technician,2024-06-23,2024-09-14,London,United Kingdom,Completed,21,40111.21,1.0,4.82,93.8,90.9,False,None,True,,,Redundancy Planning|Weather Monitoring|Streaming|Intercom Systems|Replay Systems|Cue Programming,Performance met expectations with minor consistency notes.
CRD-00104,TAL-0330,CLI-0120,Profit-focused multimedia monitoring Experience,Large-Scale Parade,BMX Rider,2024-11-24,2025-02-13,Delhi,India,Completed,5,32269.61,0.9184,4.67,91.2,94.4,False,None,False,,,Precision Riding|BMX Flatland,High-quality contribution with positive ensemble behaviour.
CRD-00105,TAL-0287,CLI-0032,Pre-emptive tertiary open system Parade,Immersive Theatre,Associate Director,2025-02-21,2025-03-14,Amsterdam,Netherlands,Completed,8,17709.33,0.94,4.33,100.0,98.1,False,None,True,,,Blocking|Creative Documentation|Cast Notes,Reliable under pressure and recommended for future productions.
CRD-00106,TAL-0153,CLI-0082,Innovative methodical adapter Spectacle,Resident Aquatic Show,High Diver,2022-12-29,2023-05-26,Las Vegas,United States,Completed,21,165524.19,0.9537,4.29,93.0,100.0,True,Minor,False,,,Aquatic Rescue|Breath Control|Wet-to-Dry Transitions,Performance met expectations with minor consistency notes.
CRD-00107,TAL-0224,CLI-0076,Multi-layered full-range service-desk Experience,Urban Mega-Celebration,Pyrotechnics Technician,2023-08-12,2024-01-07,Jeddah,Saudi Arabia,Completed,13,64680.17,0.9477,4.57,90.9,100.0,False,None,False,,,Explosive Safety|Authority Coordination,Adapted quickly to creative notes and technical changes.
CRD-00108,TAL-0455,CLI-0068,Customizable intangible paradigm Experience,Integrated Resort Show,Acrobatic Performer,2021-09-29,2022-03-15,Hong Kong,Hong Kong,Completed,19,61433.47,0.947,4.0,75.2,95.1,False,None,False,,,Aerial Timing|Teeterboard|Tumbling|Height Safety|Harness Work|Partnering,Reliable under pressure and recommended for future productions.
CRD-00109,TAL-0367,CLI-0048,Integrated uniform solution Ceremony,Touring Arena Production,Rigger,2025-08-11,2026-01-22,Dubai,UAE,Completed with Notes,161,79009.11,0.9378,4.21,85.9,100.0,False,None,False,,,Entertainment Rigging|Rescue Planning|Aerial Rigging|Water Stage Rigging,Reliable under pressure and recommended for future productions.
CRD-00110,TAL-0233,CLI-0102,Self-enabling 4thgeneration policy Experience,Large-Scale Parade,Trampoline Artist,2024-07-24,2024-11-10,Delhi,India,Completed with Notes,10,29403.23,0.9642,4.03,79.7,88.8,False,None,False,,,Wall Trampoline|In-Ear Monitoring|Multilingual Repertoire|Harness Familiarity|Landing Technique,Performance met expectations with minor consistency notes.
CRD-00111,TAL-0092,CLI-0100,Phased empowering projection Show,Touring Arena Production,Aerial Artist,2025-04-04,2025-05-05,Delhi,India,Completed,15,6959.56,0.9645,4.22,85.1,94.9,False,None,True,,,Parade Performance|Protective Equipment|Choreographed Riding|Jump Sequences|Risk Assessment,Performance met expectations with minor consistency notes.
CRD-00112,TAL-0054,CLI-0083,Vision-oriented optimal orchestration Show,Large-Scale Parade,BMX Rider,2024-07-12,2024-08-26,Amsterdam,Netherlands,Completed,3,23204.7,0.982,4.66,73.6,100.0,False,None,True,,,Emergency Stops|Risk Assessment|Jump Sequences|Show Cueing|Protective Equipment|Parade Performance,Reliable under pressure and recommended for future productions.
CRD-00113,TAL-0336,CLI-0020,Focused uniform application Ceremony,Immersive Theatre,Dancer,2022-08-18,2023-01-20,Tokyo,Japan,Early Termination,4,94857.81,0.9747,2.4,90.5,100.0,False,None,False,Mutual,Schedule conflict,Ballet|Commercial Dance|Character Movement,Reliable under pressure and recommended for future productions.
CRD-00114,TAL-0248,CLI-0038,Reduced mission-critical concept Spectacle,Immersive Theatre,Associate Director,2025-09-11,2026-02-26,Sydney,Australia,Completed,1,159886.09,0.9545,4.45,91.7,95.5,False,None,True,,,Arrangement|Music Editing|Recording Supervision,Reliable under pressure and recommended for future productions.
CRD-00115,TAL-0299,CLI-0061,Progressive responsive success Experience,Urban Mega-Celebration,Tightrope Walker,2022-02-07,2022-03-21,Seoul,South Korea,Completed,21,32347.36,0.9086,3.56,71.2,91.2,False,None,False,,,Wind Assessment|Long-Line Walking|Night Rehearsals|Tightrope,Reliable under pressure and recommended for future productions.
CRD-00116,TAL-0303,CLI-0048,Secured zero-defect implementation Experience,Cultural Landmark Ceremony,Composer,2026-01-16,2026-02-14,Berlin,Germany,Completed,7,16930.82,0.9252,3.69,74.5,91.9,False,None,False,,,Orchestration|Arrangement|Recording Supervision|Show Synchronization,Adapted quickly to creative notes and technical changes.
CRD-00117,TAL-0065,CLI-0066,Digitized systemic encryption Parade,Festival Headline Production,Strap Artist,2022-02-10,2022-05-16,Montreal,Canada,Completed,14,42655.21,0.9128,4.19,66.9,98.7,False,None,False,,,Flying Systems|Creature Movement,High-quality contribution with positive ensemble behaviour.
CRD-00118,TAL-0178,CLI-0130,Automated object-oriented standardization Spectacle,Large-Scale Parade,Puppeteer,2022-07-05,2022-08-12,Melbourne,Australia,Completed,1,15779.17,0.9517,3.82,83.9,89.2,False,None,False,,,Backstage Coordination|Character Interpretation|Large-Scale Puppetry|Parade Performance,Reliable under pressure and recommended for future productions.
CRD-00119,TAL-0085,CLI-0077,Customizable content-based adapter Show,Resident Aquatic Show,Motorcycle Stunt Rider,2022-05-03,2022-09-18,Sydney,Australia,Completed,104,209826.91,0.955,4.58,100.0,93.7,False,None,True,,,Protective Equipment|Choreographed Riding|Emergency Stops|Show Cueing,High-quality contribution with positive ensemble behaviour.
CRD-00120,TAL-0138,CLI-0036,Organic foreground instruction set Show,Immersive Theatre,Costume Designer,2024-08-25,2025-02-03,Berlin,Germany,Completed,11,230603.21,0.9669,4.16,86.5,100.0,False,None,False,,,Lighting Design|Laser Integration|Show Control,Reliable under pressure and recommended for future productions.
CRD-00121,TAL-0468,CLI-0085,Distributed incremental solution Ceremony,Large-Scale Parade,BMX Rider,2023-03-29,2023-07-04,Cape Town,South Africa,Completed,19,90483.15,0.9749,4.88,100.0,100.0,False,None,True,,,Jump Sequences|Choreographed Riding|Risk Assessment|BMX Flatland|Safety Protocols|Precision Riding,High-quality contribution with positive ensemble behaviour.
CRD-00122,TAL-0489,CLI-0143,Expanded incremental middleware Parade,Large-Scale Parade,Costume Technician,2022-12-18,2023-01-10,Mumbai,India,Completed,3,16646.41,0.987,3.69,89.9,93.8,False,None,False,,,Fittings|Wardrobe Maintenance|Waterproofing|Costume Construction,Adapted quickly to creative notes and technical changes.
CRD-00123,TAL-0166,CLI-0160,Vision-oriented reciprocal leverage Spectacle,Outdoor Multimedia Spectacle,Pyrotechnics Technician,2024-08-28,2025-02-09,Riyadh,Saudi Arabia,Completed,12,171360.74,1.0,4.87,91.8,97.3,False,None,False,,,Pyrotechnics|Weather Monitoring|Mobile Props|Firing Systems|PLC Systems|Site Safety,Performance met expectations with minor consistency notes.
CRD-00124,TAL-0170,CLI-0085,User-centric upward-trending approach Parade,Resident Aquatic Show,High Diver,2023-10-11,2023-10-25,Macau,Macau,Completed,81,10040.27,0.9913,4.34,73.7,96.4,False,None,False,,,Breath Control|Platform Diving|Water Entry Technique,Technically capable but required additional rehearsal support.
CRD-00125,TAL-0152,CLI-0152,Triple-buffered client-driven model Experience,Themed Entertainment Spectacle,Aerial Artist,2024-08-04,2025-01-18,Macau,Macau,Completed,3,100301.59,0.9421,4.29,90.8,98.5,False,None,False,,,Height Safety|Aerial Silks|Flying Harness|Cue Precision|Bungee Choreography,Reliable under pressure and recommended for future productions.
CRD-00126,TAL-0116,CLI-0084,Expanded next generation Graphic Interface Experience,Large-Scale Parade,Trampoline Artist,2025-06-23,2025-08-16,Seoul,South Korea,Completed,21,15860.69,0.9207,4.41,89.7,89.3,False,None,False,,,Tumbling|Trampoline|Contemporary Dance,Reliable under pressure and recommended for future productions.
CRD-00127,TAL-0180,CLI-0127,Switchable mission-critical moderator Ceremony,Large-Scale Parade,BMX Rider,2023-12-22,2024-05-31,Singapore,Singapore,Completed,9,59363.6,0.9704,4.17,85.3,94.3,False,None,False,,,BMX Ramp|Choreographed Riding|Risk Assessment|BMX Flatland|Harness Work,Performance met expectations with minor consistency notes.
CRD-00128,TAL-0369,CLI-0168,Multi-tiered foreground conglomeration Spectacle,Resident Aquatic Show,Automation Technician,2025-04-22,2025-08-01,Barcelona,Spain,Completed,15,45082.82,0.9917,4.96,72.3,94.7,False,None,False,,,Preventive Maintenance|Hydraulic Integration|Stage Automation|Motion Control|PLC Systems|Fault Diagnosis,Strong rehearsal discipline and dependable show execution.
CRD-00129,TAL-0462,CLI-0106,Persevering national Graphical User Interface Spectacle,Large-Scale Parade,BMX Rider,2023-09-09,2023-12-22,Montreal,Canada,Completed,12,46630.25,0.9559,4.36,86.1,91.0,False,None,True,,,Choreographed Riding|Protective Equipment|Precision Riding|Long-Line Walking|BMX Ramp,Adapted quickly to creative notes and technical changes.
CRD-00130,TAL-0312,CLI-0090,Quality-focused heuristic service-desk Spectacle,Touring Arena Production,Acrobatic Performer,2023-11-22,2024-05-24,Montreal,Canada,Completed,119,94623.32,1.0,4.41,64.7,98.0,False,None,True,,,Choreographed Riding|Parade Performance|BMX Flatland,Reliable under pressure and recommended for future productions.
CRD-00131,TAL-0196,CLI-0143,Visionary uniform software Experience,Outdoor Multimedia Spectacle,Broadcast Technician,2023-01-06,2023-02-09,Delhi,India,Completed,5,21839.42,0.973,4.08,87.5,100.0,False,None,False,,,Weather Monitoring|Camera Systems,High-quality contribution with positive ensemble behaviour.
CRD-00132,TAL-0462,CLI-0046,Stand-alone system-worthy firmware Spectacle,Large-Scale Parade,BMX Rider,2021-09-02,2022-03-05,Johannesburg,South Africa,Completed,20,99565.99,0.9228,3.66,80.4,97.7,False,None,False,,,Protective Equipment|Precision Riding|Long-Line Walking|BMX Ramp|Risk Assessment,Strong rehearsal discipline and dependable show execution.
